User,Repetition,Rate_TUM,Rate_Random,Rate_EPA
2,1,0.7265516683941511,0.7265516683941511,0.5301369751856335
2,2,0.9671305098227558,0.9671305098227558,0.8075601171065113
2,3,0.2473747139373061,0.2473747139373061,0.22137057765854676
2,4,0.15577793856312191,0.15577793856312191,0.15570965009489063
2,5,0.1590785881491596,0.1590785881491596,0.1590005501362431
2,6,3.2678412106864254,3.2678412106864254,2.7608236862290783
2,7,0.6599292016992178,0.6599292016992178,0.4448442967303322
2,8,0.6463123745672644,0.6463123745672644,0.44168068046654685
2,9,0.11625291963844026,0.11625291963844026,0.11619358429327561
2,10,9.516625342763483,9.516625342763483,9.44078990333431
2,11,0.8391604624333875,0.8391604624333875,0.5293835740456363
2,12,0.20934786881421416,0.20934786881421416,0.2092607938649208
2,13,0.17408276134511202,0.17408276134511202,0.17406251479027793
2,14,0.4283143701297051,0.4283143701297051,0.3398686052021469
2,15,0.25311637969942447,0.25311637969942447,0.2530169978611134
2,16,0.28192438646629003,0.28192438646629003,0.28184222936533837
2,17,0.1327715675003078,0.1327715675003078,0.1327559933079655
2,18,0.24165605375607718,0.24165605375607718,0.21992301835495937
2,19,0.1457137727164943,0.1457137727164943,0.14572166859489896
2,20,1.0057710156262818,1.0057710156262818,0.8144585950911014
2,21,0.23829335610829094,0.23829335610829094,0.23825140962845479
2,22,0.19245594499657884,0.19245594499657884,0.19235814178451327
2,23,1.7780543248042835,1.7780543248042835,1.5321708083600623
2,24,1.474030872898329,1.474030872898329,1.436456704133702
2,25,0.5579637833035436,0.5579637833035436,0.5566331167528613
2,26,4.2430515547094965,4.2430515547094965,3.4088918317139862
2,27,0.16984014237363948,0.16984014237363948,0.16560873129016834
2,28,0.41263031422899965,0.41263031422899965,0.2908131554717888
2,29,1.1343159165169052,1.1343159165169052,0.7757047508268579
2,30,0.6206309687493441,0.6206309687493441,0.4827080798928932
2,31,0.0950541680733333,0.0950541680733333,0.0950473173303433
2,32,0.5949548018585836,0.5949548018585836,0.5948679438945991
2,33,0.9836238231882686,0.9836238231882686,0.7825577657148601
2,34,7.828041818433603,7.828041818433603,7.655640593110132
2,35,0.22800675638659315,0.22800675638659315,0.2279372108410027
2,36,0.1882407326699026,0.1882407326699026,0.1881485499560544
2,37,0.5326332770532668,0.5326332770532668,0.4320745250527757
2,38,0.4113044212359044,0.4113044212359044,0.37819957032993046
2,39,0.1660757076169549,0.1660757076169549,0.16602171263603538
2,40,0.7382046373382771,0.7382046373382771,0.43719880515194065
2,41,0.14230561185682294,0.14230561185682294,0.14228942880867407
2,42,0.29320320491377444,0.29320320491377444,0.21351418384299714
2,43,7.151238143934453,7.151238143934453,6.982616590107023
2,44,0.23237418950734523,0.23237418950734523,0.23233293673044592
2,45,0.6019404390880878,0.6019404390880878,0.5140577540674389
2,46,0.21846462312178283,0.21846462312178283,0.21843375039330282
2,47,0.1534445233774947,0.1534445233774947,0.1534533049296274
2,48,0.7152699171655972,0.7152699171655972,0.6484713893681405
2,49,5.9172698041546195,5.9172698041546195,5.239960551679832
2,50,0.5998367791422992,0.5998367791422992,0.3417513720269372
2,51,0.9228851095848459,0.9228851095848459,0.518126032935919
2,52,5.372447041254831,5.372447041254831,4.864697580881256
2,53,0.19560606077241344,0.19560606077241344,0.19553044481777476
2,54,0.8526559693101899,0.8526559693101899,0.651397870687098
2,55,2.0247123503634974,2.0247123503634974,1.699969168040501
2,56,0.3062455307260486,0.3062455307260486,0.30620430067947135
2,57,3.5480985445829223,3.5480985445829223,2.997568067500219
2,58,1.9921235593575803,1.9921235593575803,1.5341255385100168
2,59,0.13906498641729004,0.13906498641729004,0.13905129371473723
2,60,0.21094040622888838,0.21094040622888838,0.21090268887061187
2,61,0.14726461939338947,0.14726461939338947,0.14726094749860713
2,62,1.1825935922605015,1.1825935922605015,0.8599407150464433
2,63,0.8169760416841347,0.8169760416841347,0.7134186223254275
2,64,1.1851619967707592,1.1851619967707592,1.0359986281404965
2,65,0.15870276712357786,0.15870276712357786,0.15877228007698946
2,66,0.18312642903564724,0.18312642903564724,0.1831035549830946
2,67,0.270417781521299,0.270417781521299,0.2480408440167015
2,68,0.2621096344767263,0.2621096344767263,0.262066588184744
2,69,0.10226857886018884,0.10226857886018884,0.10225988864338661
2,70,0.9642655972431253,0.9642655972431253,0.9288894650886841
2,71,2.060397608865406,2.060397608865406,1.6362906101472254
2,72,0.19230268108145093,0.19230268108145093,0.19229711006571298
2,73,2.296541254141203,2.296541254141203,1.7830050764347445
2,74,0.3840019790999249,0.3840019790999249,0.35821542285153657
2,75,0.32352505035894125,0.32352505035894125,0.21660524522232888
2,76,1.7043526266712994,1.7043526266712994,1.4417090345175056
2,77,0.5443775346556099,0.5443775346556099,0.4032008941213491
2,78,0.7013256850880868,0.7013256850880868,0.4414332982257634
2,79,0.43743671278009555,0.43743671278009555,0.437368836766966
2,80,0.16935054154332746,0.16935054154332746,0.1693465221335979
2,81,0.3356116718284492,0.3356116718284492,0.33556792257000295
2,82,1.8354073628605536,1.8354073628605536,1.4225629184653164
2,83,5.8165426767072494,5.8165426767072494,5.692350428369825
2,84,0.27193827525864656,0.27193827525864656,0.27192153790998397
2,85,0.14881127534974706,0.14881127534974706,0.14880571130585152
2,86,2.3948812106529926,2.3948812106529926,2.100416718248829
2,87,0.4704700613098429,0.4704700613098429,0.41857978119824174
2,88,0.1774602773507437,0.1774602773507437,0.17741621257595216
2,89,1.0734571863123152,1.0734571863123152,0.6004956272936006
2,90,0.9244204030308709,0.9244204030308709,0.7679859105578339
2,91,0.16735228292662319,0.16735228292662319,0.16738187250157482
2,92,3.462637505465856,3.462637505465856,3.9008100418117286
2,93,0.51330094558347,0.51330094558347,0.3537339177221971
2,94,1.4013246288573515,1.4013246288573515,1.0133675036555658
2,95,6.191399709799841,6.191399709799841,5.8019390102403
2,96,0.669913379899282,0.669913379899282,0.6144528311278636
2,97,0.35184405493524584,0.35184405493524584,0.3087561679258909
2,98,0.13287508233258866,0.13287508233258866,0.13286252300324453
2,99,0.13615905022578578,0.13615905022578578,0.1361340133494155
2,100,1.6858819826606615,1.6858819826606615,1.4450411442739726
2,101,0.21133561928711686,0.21133561928711686,0.21131994512394603
2,102,0.7109890194365234,0.7109890194365234,0.5528858612896748
2,103,0.44371535946263585,0.44371535946263585,0.4135647130289799
2,104,0.17991380708335786,0.17991380708335786,0.17989920785478963
2,105,0.21944085103610061,0.21944085103610061,0.21941585723297372
2,106,2.844878246794033,2.844878246794033,2.49106360800264
2,107,0.44787596550269654,0.44787596550269654,0.3802157328696284
2,108,0.16346932803867759,0.16346932803867759,0.16342980356900388
2,109,0.2658568501331633,0.2658568501331633,0.2639516191117708
2,110,0.3781555684396096,0.3781555684396096,0.37806613842030984
2,111,0.1760934630000744,0.1760934630000744,0.17603636925222552
2,112,0.31100816473973425,0.31100816473973425,0.2833356781705444
2,113,0.15530980955063112,0.15530980955063112,0.15526612336124065
2,114,0.20155627415695132,0.20155627415695132,0.20155400082899952
2,115,2.0056973607719835,2.0056973607719835,1.7394921509217802
2,116,0.4611689867035521,0.4611689867035521,0.428320244071693
2,117,0.09997099542456164,0.09997099542456164,0.09996282735668938
2,118,1.431762307080908,1.431762307080908,1.033175075736883
2,119,2.6431468945197705,2.6431468945197705,2.4889560105141704
2,120,0.1900852371093813,0.1900852371093813,0.19005551280813537
2,121,2.5964304290225186,2.5964304290225186,2.037127691061908
2,122,0.44495254152596087,0.44495254152596087,0.4239951842266221
2,123,3.320847902194666,3.320847902194666,2.9989157924292513
2,124,0.44719455245959716,0.44719455245959716,0.3885062974707859
2,125,0.5492052597679888,0.5492052597679888,0.41863436338304116
2,126,0.26998435192150844,0.26998435192150844,0.26992779338501255
2,127,0.14941427084756836,0.14941427084756836,0.14941508656219507
2,128,1.9052327196555603,1.9052327196555603,1.8173574788868385
2,129,0.29508919442162485,0.29508919442162485,0.23160922123583694
2,130,0.22447749445491416,0.22447749445491416,0.22443498125832553
2,131,0.2470855624007105,0.2470855624007105,0.24704747228032337
2,132,0.28653486210970697,0.28653486210970697,0.28645352296836396
2,133,1.5756411800425247,1.5756411800425247,0.9724523542954202
2,134,0.2738349199564538,0.2738349199564538,0.27382538529453115
2,135,0.15164212343063949,0.15164212343063949,0.15159290832990407
2,136,1.8513313777227007,1.8513313777227007,1.6438241265328442
2,137,0.7390686625204143,0.7390686625204143,0.5309541870251476
2,138,0.3689085557117412,0.3689085557117412,0.3209282169144803
2,139,2.399704408894282,2.399704408894282,1.884284628164917
2,140,0.18778268313185564,0.18778268313185564,0.18774038435283746
2,141,1.6008540902221289,1.6008540902221289,1.1621516062529882
2,142,0.6534056485387998,0.6534056485387998,0.39416200152713526
2,143,0.1594603706006865,0.1594603706006865,0.15940525398297212
2,144,0.355951199421708,0.355951199421708,0.270270854769226
2,145,0.3900093955673157,0.3900093955673157,0.28436738390893324
2,146,0.4744257462514266,0.4744257462514266,0.31825969434069384
